OrderItemID,OrderID,ProductID,Quantity,UnitPrice,DiscountAmount
OI0001162,O000458,P0030,2,933.84,93.38
OI0001163,O000459,P0006,3,730.87,109.63
OI0001164,O000460,P0004,4,720.67,0.0
OI0001165,O000460,P0016,3,201.22,60.37
OI0001166,O000460,P0024,1,314.29,15.71
OI0001167,O000461,P0022,4,371.16,74.23
OI0001168,O000461,P0010,4,139.3,0.0
OI0001169,O000461,P0029,4,808.02,0.0
OI0001170,O000462,P0015,5,882.39,0.0
OI0001171,O000462,P0004,2,754.23,150.85
OI0001172,O000462,P0004,2,715.29,0.0
OI0001173,O000462,P0011,2,542.73,54.27
OI0001174,O000463,P0025,5,220.56,55.14
OI0001175,O000463,P0012,4,360.52,72.1
OI0001176,O000463,P0016,5,188.44,47.11
OI0001177,O000464,P0021,2,583.83,0.0
OI0001178,O000464,P0027,1,90.8,0.0
OI0001179,O000465,P0010,5,149.08,0.0
OI0001180,O000465,P0022,5,403.46,100.87
OI0001181,O000466,P0018,3,785.49,235.65
OI0001182,O000466,P0018,1,802.0,0.0
OI0001183,O000466,P0014,1,826.6,0.0
OI0001184,O000467,P0018,3,794.17,0.0
OI0001185,O000467,P0016,4,184.11,36.82
OI0001186,O000468,P0022,5,398.56,199.28
OI0001187,O000468,P0016,4,196.95,0.0
OI0001188,O000468,P0017,1,479.7,23.98
OI0001189,O000468,P0019,4,765.88,0.0
OI0001190,O000469,P0005,3,928.64,278.59
OI0001191,O000470,P0012,3,346.74,0.0
OI0001192,O000470,P0022,2,372.46,0.0
OI0001193,O000470,P0019,1,799.85,0.0
OI0001194,O000470,P0028,3,402.6,0.0
OI0001195,O000471,P0019,5,798.81,0.0
OI0001196,O000471,P0001,4,894.36,0.0
OI0001197,O000471,P0013,5,481.89,240.94
OI0001198,O000471,P0004,4,719.46,0.0
OI0001199,O000472,P0006,5,659.49,164.87
OI0001200,O000472,P0007,4,854.17,0.0
OI0001201,O000472,P0027,5,86.84,0.0
OI0001202,O000473,P0020,1,250.94,25.09
OI0001203,O000473,P0004,5,747.39,0.0
OI0001204,O000474,P0026,1,338.3,0.0
OI0001205,O000474,P0017,3,482.82,144.85
OI0001206,O000474,P0011,2,527.86,0.0
OI0001207,O000475,P0021,5,664.48,332.24
OI0001208,O000476,P0030,5,907.68,0.0
OI0001209,O000476,P0017,2,477.66,0.0
OI0001210,O000476,P0008,2,488.29,0.0
OI0001211,O000476,P0028,4,422.08,0.0
OI0001212,O000477,P0009,5,736.05,0.0
OI0001213,O000477,P0004,2,730.3,0.0
OI0001214,O000478,P0014,1,803.08,0.0
OI0001215,O000478,P0005,1,915.4,0.0
OI0001216,O000478,P0022,5,368.19,0.0
OI0001217,O000478,P0024,4,350.46,0.0
OI0001218,O000479,P0029,4,803.09,0.0
OI0001219,O000480,P0017,5,521.6,260.8
OI0001220,O000481,P0025,3,211.71,63.51
OI0001221,O000482,P0005,1,903.23,0.0
OI0001222,O000482,P0015,4,828.82,331.53
OI0001223,O000483,P0011,5,528.64,0.0
OI0001224,O000484,P0027,3,84.14,25.24
OI0001225,O000484,P0002,1,690.92,0.0
OI0001226,O000484,P0009,5,753.59,0.0
OI0001227,O000485,P0001,4,940.45,0.0
OI0001228,O000485,P0010,1,156.13,0.0
OI0001229,O000485,P0010,2,154.4,0.0
OI0001230,O000485,P0030,4,894.82,178.96
OI0001231,O000486,P0016,4,207.88,0.0
OI0001232,O000486,P0023,4,90.98,0.0
OI0001233,O000486,P0027,2,93.6,18.72
OI0001234,O000486,P0003,3,344.6,103.38
OI0001235,O000487,P0021,4,657.54,0.0
OI0001236,O000487,P0001,4,841.7,0.0
OI0001237,O000488,P0017,2,513.89,51.39
OI0001238,O000488,P0026,3,328.13,0.0
OI0001239,O000489,P0007,1,825.73,0.0
OI0001240,O000489,P0013,4,523.7,209.48
OI0001241,O000489,P0008,1,502.89,50.29
OI0001242,O000490,P0002,4,683.41,273.36
OI0001243,O000490,P0009,2,718.69,0.0
OI0001244,O000491,P0025,4,228.37,45.67
OI0001245,O000491,P0004,2,791.82,0.0
OI0001246,O000491,P0028,3,414.02,62.1
OI0001247,O000491,P0013,2,484.98,0.0
OI0001248,O000492,P0026,2,306.63,0.0
OI0001249,O000492,P0008,5,466.91,0.0
OI0001250,O000492,P0012,5,361.47,90.37
OI0001251,O000492,P0003,1,347.18,0.0
OI0001252,O000493,P0024,5,323.28,0.0
OI0001253,O000493,P0018,1,698.13,0.0
OI0001254,O000493,P0016,3,209.99,63.0
OI0001255,O000493,P0023,1,79.45,7.95
OI0001256,O000494,P0029,5,703.46,0.0
OI0001257,O000494,P0009,2,767.64,0.0
OI0001258,O000495,P0005,3,894.7,0.0
OI0001259,O000495,P0005,4,1005.11,0.0
OI0001260,O000495,P0024,3,357.9,0.0
OI0001261,O000495,P0029,3,770.04,0.0
OI0001262,O000496,P0024,4,349.5,0.0
OI0001263,O000496,P0018,4,698.26,0.0
OI0001264,O000496,P0002,2,638.51,63.85
OI0001265,O000497,P0002,4,656.41,262.56
OI0001266,O000497,P0016,4,194.87,0.0
OI0001267,O000497,P0004,3,718.7,0.0
OI0001268,O000497,P0006,2,706.65,0.0
OI0001269,O000498,P0017,5,463.88,0.0
OI0001270,O000499,P0001,3,907.03,0.0
OI0001271,O000499,P0013,3,496.97,0.0
OI0001272,O000499,P0027,3,85.99,0.0
OI0001273,O000500,P0020,1,236.43,0.0
OI0001274,O000500,P0021,5,673.02,0.0
OI0001275,O000500,P0024,5,316.72,0.0
OI9999001,O000001,P0001,0,100.0,0.0
OI9999002,O999999,P0001,1,100.0,0.0
